Timestamp,Email address,Reg. No.,Age Group,Gender,Instagram,WhatsApp,YouTube,Snapchat,Phone Type,Average screen time per day,Time spent on most used apps (hrs),Do you feel you use your phone too much?,What do you mainly use your phone for?,Do notifications distract you?
2025-01-04 04:50:00,student923@example.com,REG202500923,27-30,Female,Yes,No,No,No,iPhone,8+ hrs,3,Yes,Communication,No
2025-01-04 04:55:00,student924@example.com,REG202500924,21-23,Male,No,No,No,Yes,iPhone,6-8 hrs,2,Yes,Entertainment,Yes
2025-01-04 05:00:00,student925@example.com,REG202500925,27-30,Female,Yes,Yes,Yes,No,Android,8+ hrs,6,No,Communication,No
2025-01-04 05:05:00,student926@example.com,REG202500926,18-20,Female,Yes,No,Yes,Yes,iPhone,8+ hrs,6,No,Social Media,Yes
2025-01-04 05:10:00,student927@example.com,REG202500927,24-26,Female,Yes,No,Yes,Yes,iPhone,8+ hrs,7,No,Gaming,Yes
2025-01-04 05:15:00,student928@example.com,REG202500928,24-26,Female,No,No,No,No,Android,4-6 hrs,2,No,Gaming,No
2025-01-04 05:20:00,student929@example.com,REG202500929,27-30,Male,Yes,Yes,No,Yes,Android,4-6 hrs,6,Yes,Social Media,No
2025-01-04 05:25:00,student930@example.com,REG202500930,21-23,Female,No,No,Yes,No,Android,4-6 hrs,4,Yes,Entertainment,No
2025-01-04 05:30:00,student931@example.com,REG202500931,18-20,Male,Yes,Yes,No,Yes,Android,4-6 hrs,6,Yes,Gaming,Yes
2025-01-04 05:35:00,student932@example.com,REG202500932,24-26,Male,No,No,Yes,No,iPhone,8+ hrs,4,Yes,Gaming,Yes
2025-01-04 05:40:00,student933@example.com,REG202500933,24-26,Male,No,No,No,No,iPhone,2-4 hrs,6,No,Communication,Yes
2025-01-04 05:45:00,student934@example.com,REG202500934,21-23,Male,Yes,No,No,No,Android,8+ hrs,2,Yes,Education,No
2025-01-04 05:50:00,student935@example.com,REG202500935,21-23,Male,Yes,No,No,Yes,iPhone,8+ hrs,3,No,Education,No
2025-01-04 05:55:00,student936@example.com,REG202500936,24-26,Female,No,Yes,No,No,Android,4-6 hrs,7,Yes,Gaming,Yes
2025-01-04 06:00:00,student937@example.com,REG202500937,24-26,Male,No,Yes,Yes,No,Android,8+ hrs,8,Yes,Gaming,No
2025-01-04 06:05:00,student938@example.com,REG202500938,27-30,Male,No,No,No,Yes,iPhone,6-8 hrs,8,No,Communication,No
2025-01-04 06:10:00,student939@example.com,REG202500939,18-20,Male,No,No,Yes,Yes,Android,6-8 hrs,5,Yes,Communication,No
2025-01-04 06:15:00,student940@example.com,REG202500940,27-30,Male,No,No,Yes,Yes,iPhone,8+ hrs,6,Yes,Communication,No
2025-01-04 06:20:00,student941@example.com,REG202500941,24-26,Female,No,No,Yes,No,Android,6-8 hrs,6,No,Social Media,No
2025-01-04 06:25:00,student942@example.com,REG202500942,24-26,Female,Yes,Yes,No,Yes,iPhone,4-6 hrs,3,Yes,Communication,Yes
2025-01-04 06:30:00,student943@example.com,REG202500943,21-23,Male,No,No,No,No,iPhone,4-6 hrs,8,Yes,Social Media,No
2025-01-04 06:35:00,student944@example.com,REG202500944,24-26,Male,Yes,Yes,No,Yes,iPhone,6-8 hrs,7,No,Social Media,Yes
2025-01-04 06:40:00,student945@example.com,REG202500945,24-26,Male,No,Yes,Yes,No,iPhone,4-6 hrs,1,No,Communication,No
2025-01-04 06:45:00,student946@example.com,REG202500946,21-23,Female,No,Yes,No,Yes,iPhone,4-6 hrs,5,No,Social Media,No
2025-01-04 06:50:00,student947@example.com,REG202500947,21-23,Male,No,Yes,No,No,iPhone,6-8 hrs,2,Yes,Education,Yes
2025-01-04 06:55:00,student948@example.com,REG202500948,24-26,Male,Yes,No,No,No,iPhone,8+ hrs,8,Yes,Entertainment,No
2025-01-04 07:00:00,student949@example.com,REG202500949,24-26,Female,No,Yes,No,No,Android,4-6 hrs,7,No,Gaming,Yes
2025-01-04 07:05:00,student950@example.com,REG202500950,18-20,Female,No,Yes,Yes,No,iPhone,6-8 hrs,6,No,Gaming,Yes
2025-01-04 07:10:00,student951@example.com,REG202500951,21-23,Male,No,No,No,Yes,iPhone,8+ hrs,4,No,Communication,Yes
2025-01-04 07:15:00,student952@example.com,REG202500952,27-30,Male,Yes,No,Yes,Yes,Android,6-8 hrs,3,Yes,Gaming,No
2025-01-04 07:20:00,student953@example.com,REG202500953,24-26,Male,No,No,No,No,Android,6-8 hrs,7,Yes,Gaming,No
2025-01-04 07:25:00,student954@example.com,REG202500954,27-30,Female,No,Yes,Yes,No,iPhone,2-4 hrs,6,No,Education,Yes
2025-01-04 07:30:00,student955@example.com,REG202500955,27-30,Female,No,No,Yes,Yes,Android,4-6 hrs,2,No,Social Media,No
2025-01-04 07:35:00,student956@example.com,REG202500956,21-23,Male,No,Yes,No,Yes,iPhone,4-6 hrs,3,No,Entertainment,Yes
2025-01-04 07:40:00,student957@example.com,REG202500957,21-23,Female,Yes,No,Yes,No,Android,2-4 hrs,4,No,Gaming,Yes
2025-01-04 07:45:00,student958@example.com,REG202500958,27-30,Male,Yes,No,Yes,No,Android,4-6 hrs,8,Yes,Social Media,Yes
2025-01-04 07:50:00,student959@example.com,REG202500959,27-30,Female,No,Yes,No,No,Android,2-4 hrs,8,No,Social Media,No
2025-01-04 07:55:00,student960@example.com,REG202500960,27-30,Male,No,No,No,No,Android,2-4 hrs,3,No,Communication,Yes
2025-01-04 08:00:00,student961@example.com,REG202500961,21-23,Female,No,No,Yes,Yes,iPhone,4-6 hrs,5,Yes,Entertainment,Yes
2025-01-04 08:05:00,student962@example.com,REG202500962,27-30,Female,Yes,No,No,No,iPhone,6-8 hrs,8,No,Communication,No
2025-01-04 08:10:00,student963@example.com,REG202500963,18-20,Male,Yes,No,Yes,Yes,iPhone,6-8 hrs,5,No,Education,No
2025-01-04 08:15:00,student964@example.com,REG202500964,27-30,Female,No,Yes,Yes,Yes,iPhone,8+ hrs,5,Yes,Social Media,Yes
2025-01-04 08:20:00,student965@example.com,REG202500965,24-26,Male,Yes,No,No,No,iPhone,4-6 hrs,6,Yes,Communication,No
2025-01-04 08:25:00,student966@example.com,REG202500966,24-26,Female,No,Yes,No,Yes,iPhone,8+ hrs,1,Yes,Entertainment,Yes
2025-01-04 08:30:00,student967@example.com,REG202500967,24-26,Male,Yes,Yes,No,Yes,Android,6-8 hrs,8,No,Communication,Yes
2025-01-04 08:35:00,student968@example.com,REG202500968,21-23,Male,No,Yes,No,Yes,iPhone,2-4 hrs,5,Yes,Social Media,No
2025-01-04 08:40:00,student969@example.com,REG202500969,21-23,Male,No,Yes,Yes,Yes,iPhone,4-6 hrs,1,No,Communication,No
2025-01-04 08:45:00,student970@example.com,REG202500970,18-20,Male,Yes,Yes,No,Yes,Android,4-6 hrs,4,No,Gaming,Yes
2025-01-04 08:50:00,student971@example.com,REG202500971,18-20,Female,Yes,Yes,No,Yes,iPhone,2-4 hrs,8,Yes,Social Media,Yes
2025-01-04 08:55:00,student972@example.com,REG202500972,27-30,Female,Yes,No,Yes,No,Android,8+ hrs,1,No,Gaming,No
2025-01-04 09:00:00,student973@example.com,REG202500973,27-30,Male,No,No,No,No,iPhone,4-6 hrs,6,No,Communication,No
2025-01-04 09:05:00,student974@example.com,REG202500974,27-30,Male,Yes,No,Yes,No,iPhone,8+ hrs,3,Yes,Social Media,No
2025-01-04 09:10:00,student975@example.com,REG202500975,24-26,Male,No,No,Yes,Yes,Android,4-6 hrs,4,No,Communication,No
2025-01-04 09:15:00,student976@example.com,REG202500976,24-26,Female,Yes,No,Yes,Yes,iPhone,4-6 hrs,4,No,Education,Yes
2025-01-04 09:20:00,student977@example.com,REG202500977,21-23,Female,No,No,No,Yes,iPhone,8+ hrs,5,No,Education,No
2025-01-04 09:25:00,student978@example.com,REG202500978,24-26,Female,No,No,No,No,iPhone,8+ hrs,1,No,Social Media,No
2025-01-04 09:30:00,student979@example.com,REG202500979,24-26,Male,No,No,Yes,Yes,Android,6-8 hrs,5,No,Social Media,No
2025-01-04 09:35:00,student980@example.com,REG202500980,27-30,Female,No,Yes,Yes,No,iPhone,2-4 hrs,2,Yes,Education,No
2025-01-04 09:40:00,student981@example.com,REG202500981,27-30,Female,Yes,No,No,Yes,iPhone,8+ hrs,1,Yes,Social Media,No
2025-01-04 09:45:00,student982@example.com,REG202500982,24-26,Female,No,No,Yes,No,Android,2-4 hrs,6,No,Education,Yes
2025-01-04 09:50:00,student983@example.com,REG202500983,24-26,Male,Yes,No,Yes,No,iPhone,6-8 hrs,1,Yes,Social Media,No
2025-01-04 09:55:00,student984@example.com,REG202500984,24-26,Female,Yes,Yes,No,No,Android,8+ hrs,6,No,Education,No
2025-01-04 10:00:00,student985@example.com,REG202500985,24-26,Male,Yes,Yes,No,No,iPhone,8+ hrs,1,Yes,Communication,No
2025-01-04 10:05:00,student986@example.com,REG202500986,18-20,Female,Yes,No,No,No,iPhone,2-4 hrs,2,Yes,Communication,Yes
2025-01-04 10:10:00,student987@example.com,REG202500987,21-23,Male,No,Yes,Yes,No,iPhone,8+ hrs,8,Yes,Entertainment,Yes
2025-01-04 10:15:00,student988@example.com,REG202500988,21-23,Female,No,No,Yes,No,iPhone,2-4 hrs,7,Yes,Social Media,Yes
2025-01-04 10:20:00,student989@example.com,REG202500989,24-26,Female,Yes,No,Yes,No,iPhone,4-6 hrs,6,Yes,Education,Yes
2025-01-04 10:25:00,student990@example.com,REG202500990,21-23,Female,Yes,Yes,Yes,Yes,Android,6-8 hrs,2,No,Entertainment,Yes
2025-01-04 10:30:00,student991@example.com,REG202500991,21-23,Male,No,Yes,No,No,Android,4-6 hrs,6,Yes,Education,No
2025-01-04 10:35:00,student992@example.com,REG202500992,18-20,Female,Yes,No,Yes,No,Android,8+ hrs,8,No,Education,Yes
2025-01-04 10:40:00,student993@example.com,REG202500993,27-30,Male,Yes,Yes,Yes,Yes,Android,2-4 hrs,8,No,Entertainment,No
2025-01-04 10:45:00,student994@example.com,REG202500994,21-23,Male,Yes,No,No,No,Android,8+ hrs,1,Yes,Gaming,No
2025-01-04 10:50:00,student995@example.com,REG202500995,27-30,Male,No,No,No,Yes,iPhone,6-8 hrs,4,Yes,Gaming,No
2025-01-04 10:55:00,student996@example.com,REG202500996,18-20,Female,No,Yes,Yes,Yes,Android,2-4 hrs,3,Yes,Education,No
2025-01-04 11:00:00,student997@example.com,REG202500997,18-20,Male,Yes,No,No,No,Android,8+ hrs,3,Yes,Communication,Yes
2025-01-04 11:05:00,student998@example.com,REG202500998,21-23,Female,Yes,Yes,Yes,No,Android,6-8 hrs,7,No,Entertainment,No
2025-01-04 11:10:00,student999@example.com,REG202500999,18-20,Male,No,Yes,No,Yes,Android,8+ hrs,1,No,Communication,Yes
2025-01-04 11:15:00,student1000@example.com,REG202501000,21-23,Male,Yes,No,Yes,Yes,iPhone,2-4 hrs,2,No,Gaming,No
2025-01-04 11:20:00,student1001@example.com,REG202501001,27-30,Male,Yes,No,No,No,iPhone,4-6 hrs,6,No,Communication,Yes
2025-01-04 11:25:00,student1002@example.com,REG202501002,27-30,Female,Yes,Yes,Yes,Yes,Android,4-6 hrs,2,Yes,Gaming,No
2025-01-04 11:30:00,student1003@example.com,REG202501003,18-20,Male,Yes,No,Yes,No,iPhone,8+ hrs,5,Yes,Entertainment,No
2025-01-04 11:35:00,student1004@example.com,REG202501004,24-26,Male,Yes,No,Yes,Yes,Android,2-4 hrs,3,Yes,Education,Yes
2025-01-04 11:40:00,student1005@example.com,REG202501005,27-30,Female,Yes,No,No,No,Android,8+ hrs,8,Yes,Gaming,No
2025-01-04 11:45:00,student1006@example.com,REG202501006,27-30,Male,No,No,No,Yes,iPhone,6-8 hrs,8,No,Social Media,No
2025-01-04 11:50:00,student1007@example.com,REG202501007,24-26,Male,No,No,Yes,Yes,Android,4-6 hrs,8,Yes,Social Media,No
2025-01-04 11:55:00,student1008@example.com,REG202501008,21-23,Female,No,No,No,Yes,Android,8+ hrs,4,Yes,Education,Yes
2025-01-04 12:00:00,student1009@example.com,REG202501009,21-23,Female,Yes,Yes,No,Yes,Android,6-8 hrs,3,Yes,Education,Yes
2025-01-04 12:05:00,student1010@example.com,REG202501010,21-23,Female,Yes,No,Yes,No,iPhone,8+ hrs,7,No,Gaming,No
2025-01-04 12:10:00,student1011@example.com,REG202501011,21-23,Female,Yes,Yes,No,No,Android,2-4 hrs,1,No,Education,Yes
2025-01-04 12:15:00,student1012@example.com,REG202501012,27-30,Male,Yes,No,Yes,No,iPhone,4-6 hrs,4,No,Social Media,Yes
2025-01-04 12:20:00,student1013@example.com,REG202501013,24-26,Male,No,Yes,Yes,Yes,iPhone,4-6 hrs,5,No,Social Media,Yes
2025-01-04 12:25:00,student1014@example.com,REG202501014,24-26,Male,No,Yes,No,No,Android,8+ hrs,3,Yes,Entertainment,No
2025-01-04 12:30:00,student1015@example.com,REG202501015,18-20,Female,No,Yes,No,No,Android,8+ hrs,5,Yes,Communication,Yes
2025-01-04 12:35:00,student1016@example.com,REG202501016,18-20,Female,Yes,No,No,No,Android,2-4 hrs,5,No,Entertainment,No
2025-01-04 12:40:00,student1017@example.com,REG202501017,27-30,Female,No,Yes,Yes,Yes,iPhone,4-6 hrs,8,Yes,Communication,No
2025-01-04 12:45:00,student1018@example.com,REG202501018,24-26,Male,No,No,No,Yes,Android,2-4 hrs,2,Yes,Education,No
2025-01-04 12:50:00,student1019@example.com,REG202501019,27-30,Female,Yes,No,No,No,Android,8+ hrs,7,Yes,Education,Yes
2025-01-04 12:55:00,student1020@example.com,REG202501020,18-20,Female,Yes,No,No,Yes,iPhone,6-8 hrs,6,No,Entertainment,Yes
2025-01-04 13:00:00,student1021@example.com,REG202501021,24-26,Female,Yes,No,No,No,Android,4-6 hrs,6,No,Entertainment,Yes
2025-01-04 13:05:00,student1022@example.com,REG202501022,27-30,Male,No,No,Yes,No,iPhone,2-4 hrs,2,No,Entertainment,No
2025-01-04 13:10:00,student1023@example.com,REG202501023,21-23,Female,Yes,No,No,No,iPhone,8+ hrs,6,Yes,Education,No
2025-01-04 13:15:00,student1024@example.com,REG202501024,18-20,Male,Yes,No,No,Yes,iPhone,2-4 hrs,4,Yes,Social Media,No
2025-01-04 13:20:00,student1025@example.com,REG202501025,24-26,Male,No,No,No,Yes,iPhone,2-4 hrs,5,Yes,Entertainment,Yes
2025-01-04 13:25:00,student1026@example.com,REG202501026,27-30,Male,Yes,Yes,No,Yes,iPhone,4-6 hrs,4,Yes,Education,No
2025-01-04 13:30:00,student1027@example.com,REG202501027,21-23,Male,Yes,No,Yes,Yes,iPhone,8+ hrs,7,Yes,Gaming,Yes
2025-01-04 13:35:00,student1028@example.com,REG202501028,27-30,Female,No,No,No,No,iPhone,6-8 hrs,4,No,Communication,No
2025-01-04 13:40:00,student1029@example.com,REG202501029,18-20,Male,No,Yes,Yes,Yes,iPhone,6-8 hrs,2,Yes,Entertainment,Yes
2025-01-04 13:45:00,student1030@example.com,REG202501030,27-30,Female,Yes,No,No,No,iPhone,2-4 hrs,3,Yes,Communication,No
2025-01-04 13:50:00,student1031@example.com,REG202501031,18-20,Female,No,Yes,Yes,No,Android,6-8 hrs,5,Yes,Communication,No
2025-01-04 13:55:00,student1032@example.com,REG202501032,27-30,Male,No,Yes,No,No,iPhone,6-8 hrs,4,No,Education,No
2025-01-04 14:00:00,student1033@example.com,REG202501033,18-20,Male,No,Yes,Yes,Yes,iPhone,4-6 hrs,4,Yes,Communication,Yes
2025-01-04 14:05:00,student1034@example.com,REG202501034,21-23,Male,No,Yes,No,Yes,Android,8+ hrs,7,No,Gaming,No
2025-01-04 14:10:00,student1035@example.com,REG202501035,21-23,Female,Yes,Yes,No,No,Android,8+ hrs,5,No,Social Media,Yes
2025-01-04 14:15:00,student1036@example.com,REG202501036,24-26,Female,Yes,Yes,No,Yes,iPhone,8+ hrs,2,No,Social Media,Yes
2025-01-04 14:20:00,student1037@example.com,REG202501037,18-20,Female,Yes,Yes,Yes,Yes,Android,6-8 hrs,7,No,Social Media,No
2025-01-04 14:25:00,student1038@example.com,REG202501038,18-20,Male,Yes,No,Yes,Yes,iPhone,2-4 hrs,3,No,Communication,Yes
2025-01-04 14:30:00,student1039@example.com,REG202501039,27-30,Male,Yes,No,Yes,Yes,Android,6-8 hrs,5,Yes,Entertainment,Yes
2025-01-04 14:35:00,student1040@example.com,REG202501040,21-23,Male,No,Yes,Yes,No,iPhone,8+ hrs,8,Yes,Communication,Yes
2025-01-04 14:40:00,student1041@example.com,REG202501041,24-26,Male,No,Yes,Yes,No,Android,8+ hrs,1,No,Social Media,No
2025-01-04 14:45:00,student1042@example.com,REG202501042,18-20,Male,No,No,Yes,No,iPhone,4-6 hrs,8,Yes,Entertainment,No
2025-01-04 14:50:00,student1043@example.com,REG202501043,27-30,Female,No,Yes,No,Yes,iPhone,2-4 hrs,6,No,Communication,No
2025-01-04 14:55:00,student1044@example.com,REG202501044,24-26,Female,No,Yes,Yes,Yes,Android,6-8 hrs,3,No,Social Media,Yes
2025-01-04 15:00:00,student1045@example.com,REG202501045,18-20,Female,No,Yes,No,Yes,iPhone,4-6 hrs,6,Yes,Education,Yes
2025-01-04 15:05:00,student1046@example.com,REG202501046,27-30,Male,Yes,No,Yes,Yes,iPhone,4-6 hrs,1,Yes,Gaming,Yes
2025-01-04 15:10:00,student1047@example.com,REG202501047,18-20,Female,Yes,Yes,No,Yes,iPhone,4-6 hrs,6,No,Social Media,Yes
2025-01-04 15:15:00,student1048@example.com,REG202501048,21-23,Male,No,No,No,Yes,iPhone,8+ hrs,1,No,Gaming,No
2025-01-04 15:20:00,student1049@example.com,REG202501049,24-26,Male,No,No,Yes,No,Android,8+ hrs,3,Yes,Social Media,Yes
2025-01-04 15:25:00,student1050@example.com,REG202501050,18-20,Male,No,Yes,Yes,No,Android,6-8 hrs,7,No,Communication,No
2025-01-04 15:30:00,student1051@example.com,REG202501051,24-26,Female,Yes,Yes,No,Yes,Android,8+ hrs,4,Yes,Communication,Yes
2025-01-04 15:35:00,student1052@example.com,REG202501052,27-30,Female,Yes,Yes,Yes,Yes,iPhone,4-6 hrs,2,Yes,Education,No
2025-01-04 15:40:00,student1053@example.com,REG202501053,24-26,Female,Yes,No,Yes,Yes,Android,6-8 hrs,1,Yes,Education,No
2025-01-04 15:45:00,student1054@example.com,REG202501054,24-26,Male,No,No,Yes,Yes,iPhone,8+ hrs,3,No,Communication,Yes
2025-01-04 15:50:00,student1055@example.com,REG202501055,21-23,Male,Yes,No,No,Yes,iPhone,2-4 hrs,4,No,Communication,Yes
2025-01-04 15:55:00,student1056@example.com,REG202501056,21-23,Female,Yes,Yes,Yes,No,Android,4-6 hrs,6,No,Social Media,Yes
2025-01-04 16:00:00,student1057@example.com,REG202501057,18-20,Male,Yes,No,Yes,Yes,iPhone,2-4 hrs,4,Yes,Communication,Yes
2025-01-04 16:05:00,student1058@example.com,REG202501058,18-20,Female,No,No,No,No,Android,8+ hrs,5,No,Gaming,No
2025-01-04 16:10:00,student1059@example.com,REG202501059,21-23,Female,No,Yes,Yes,No,Android,8+ hrs,5,Yes,Entertainment,Yes
2025-01-04 16:15:00,student1060@example.com,REG202501060,27-30,Female,Yes,Yes,No,No,Android,8+ hrs,3,No,Education,No
2025-01-04 16:20:00,student1061@example.com,REG202501061,27-30,Female,No,No,No,No,iPhone,6-8 hrs,6,No,Gaming,Yes
2025-01-04 16:25:00,student1062@example.com,REG202501062,21-23,Male,Yes,Yes,Yes,No,iPhone,8+ hrs,6,No,Education,No
2025-01-04 16:30:00,student1063@example.com,REG202501063,21-23,Female,Yes,No,No,No,Android,4-6 hrs,4,No,Communication,Yes
2025-01-04 16:35:00,student1064@example.com,REG202501064,27-30,Female,Yes,No,Yes,Yes,iPhone,4-6 hrs,5,Yes,Gaming,Yes
2025-01-04 16:40:00,student1065@example.com,REG202501065,21-23,Female,No,No,Yes,Yes,iPhone,6-8 hrs,1,Yes,Social Media,Yes
2025-01-04 16:45:00,student1066@example.com,REG202501066,18-20,Male,Yes,No,Yes,No,iPhone,4-6 hrs,3,Yes,Entertainment,Yes
2025-01-04 16:50:00,student1067@example.com,REG202501067,24-26,Female,No,No,No,Yes,iPhone,6-8 hrs,2,Yes,Education,Yes
2025-01-04 16:55:00,student1068@example.com,REG202501068,27-30,Male,No,Yes,No,No,Android,2-4 hrs,3,No,Social Media,Yes
2025-01-04 17:00:00,student1069@example.com,REG202501069,21-23,Female,No,No,No,Yes,Android,6-8 hrs,8,Yes,Gaming,Yes
2025-01-04 17:05:00,student1070@example.com,REG202501070,27-30,Female,No,Yes,No,Yes,Android,4-6 hrs,5,No,Education,Yes
2025-01-04 17:10:00,student1071@example.com,REG202501071,21-23,Female,No,Yes,No,No,Android,8+ hrs,3,No,Entertainment,Yes
2025-01-04 17:15:00,student1072@example.com,REG202501072,24-26,Male,No,No,Yes,Yes,Android,6-8 hrs,5,No,Gaming,No
2025-01-04 17:20:00,student1073@example.com,REG202501073,18-20,Female,No,Yes,No,Yes,Android,2-4 hrs,1,No,Gaming,Yes
2025-01-04 17:25:00,student1074@example.com,REG202501074,27-30,Female,No,Yes,No,No,iPhone,6-8 hrs,7,No,Entertainment,Yes
2025-01-04 17:30:00,student1075@example.com,REG202501075,24-26,Female,Yes,No,No,No,Android,8+ hrs,2,No,Communication,Yes
2025-01-04 17:35:00,student1076@example.com,REG202501076,18-20,Male,Yes,Yes,Yes,Yes,iPhone,2-4 hrs,3,Yes,Social Media,Yes
2025-01-04 17:40:00,student1077@example.com,REG202501077,18-20,Male,No,Yes,Yes,No,iPhone,2-4 hrs,2,Yes,Education,Yes
2025-01-04 17:45:00,student1078@example.com,REG202501078,18-20,Male,Yes,Yes,Yes,No,Android,4-6 hrs,1,Yes,Gaming,No
2025-01-04 17:50:00,student1079@example.com,REG202501079,21-23,Female,Yes,No,Yes,No,iPhone,2-4 hrs,8,Yes,Communication,Yes
2025-01-04 17:55:00,student1080@example.com,REG202501080,18-20,Male,Yes,No,Yes,Yes,Android,2-4 hrs,4,Yes,Entertainment,Yes
2025-01-04 18:00:00,student1081@example.com,REG202501081,21-23,Female,No,No,No,Yes,iPhone,6-8 hrs,6,Yes,Communication,Yes
2025-01-04 18:05:00,student1082@example.com,REG202501082,24-26,Female,Yes,Yes,Yes,Yes,iPhone,6-8 hrs,1,No,Social Media,No
2025-01-04 18:10:00,student1083@example.com,REG202501083,18-20,Male,No,No,Yes,No,iPhone,8+ hrs,6,No,Entertainment,No
2025-01-04 18:15:00,student1084@example.com,REG202501084,24-26,Female,No,Yes,Yes,Yes,Android,6-8 hrs,7,No,Gaming,No
2025-01-04 18:20:00,student1085@example.com,REG202501085,27-30,Female,No,No,Yes,Yes,iPhone,8+ hrs,1,Yes,Entertainment,No
2025-01-04 18:25:00,student1086@example.com,REG202501086,21-23,Female,No,Yes,No,Yes,Android,4-6 hrs,4,Yes,Social Media,No
2025-01-04 18:30:00,student1087@example.com,REG202501087,27-30,Male,No,No,Yes,Yes,iPhone,8+ hrs,3,No,Communication,No
2025-01-04 18:35:00,student1088@example.com,REG202501088,21-23,Male,No,No,No,No,Android,8+ hrs,1,No,Social Media,Yes
2025-01-04 18:40:00,student1089@example.com,REG202501089,24-26,Female,No,Yes,Yes,No,Android,8+ hrs,8,Yes,Entertainment,Yes
2025-01-04 18:45:00,student1090@example.com,REG202501090,24-26,Female,No,Yes,Yes,No,iPhone,6-8 hrs,3,No,Communication,No
2025-01-04 18:50:00,student1091@example.com,REG202501091,18-20,Male,No,No,No,Yes,Android,6-8 hrs,4,No,Gaming,No
2025-01-04 18:55:00,student1092@example.com,REG202501092,24-26,Female,Yes,Yes,No,Yes,Android,4-6 hrs,8,No,Social Media,No
2025-01-04 19:00:00,student1093@example.com,REG202501093,18-20,Female,Yes,No,Yes,No,iPhone,6-8 hrs,2,No,Gaming,Yes
2025-01-04 19:05:00,student1094@example.com,REG202501094,24-26,Male,No,Yes,No,Yes,Android,2-4 hrs,6,No,Communication,No
2025-01-04 19:10:00,student1095@example.com,REG202501095,21-23,Female,No,No,No,Yes,Android,2-4 hrs,5,Yes,Education,No
2025-01-04 19:15:00,student1096@example.com,REG202501096,21-23,Female,No,Yes,No,No,Android,4-6 hrs,5,Yes,Social Media,No
2025-01-04 19:20:00,student1097@example.com,REG202501097,18-20,Female,No,Yes,No,No,Android,8+ hrs,6,Yes,Entertainment,No
2025-01-04 19:25:00,student1098@example.com,REG202501098,24-26,Male,No,No,Yes,Yes,iPhone,2-4 hrs,2,Yes,Entertainment,No
2025-01-04 19:30:00,student1099@example.com,REG202501099,24-26,Male,No,No,Yes,No,iPhone,8+ hrs,3,No,Communication,Yes
2025-01-04 19:35:00,student1100@example.com,REG202501100,24-26,Female,Yes,Yes,Yes,No,Android,2-4 hrs,3,Yes,Social Media,Yes
2025-01-04 19:40:00,student1101@example.com,REG202501101,21-23,Male,No,No,No,Yes,iPhone,6-8 hrs,2,No,Gaming,Yes
2025-01-04 19:45:00,student1102@example.com,REG202501102,27-30,Female,Yes,Yes,Yes,No,Android,2-4 hrs,5,Yes,Education,Yes
2025-01-04 19:50:00,student1103@example.com,REG202501103,18-20,Male,Yes,No,Yes,Yes,Android,4-6 hrs,3,Yes,Communication,No
2025-01-04 19:55:00,student1104@example.com,REG202501104,24-26,Female,No,Yes,No,No,Android,8+ hrs,2,Yes,Education,Yes
2025-01-04 20:00:00,student1105@example.com,REG202501105,21-23,Male,No,Yes,No,Yes,iPhone,4-6 hrs,7,Yes,Education,Yes
2025-01-04 20:05:00,student1106@example.com,REG202501106,24-26,Female,No,No,Yes,Yes,iPhone,6-8 hrs,4,No,Entertainment,No
2025-01-04 20:10:00,student1107@example.com,REG202501107,18-20,Female,No,Yes,No,No,Android,4-6 hrs,2,Yes,Gaming,Yes
2025-01-04 20:15:00,student1108@example.com,REG202501108,21-23,Male,No,Yes,No,No,iPhone,2-4 hrs,4,No,Education,Yes
2025-01-04 20:20:00,student1109@example.com,REG202501109,24-26,Male,Yes,Yes,No,Yes,iPhone,8+ hrs,6,No,Gaming,Yes
2025-01-04 20:25:00,student1110@example.com,REG202501110,27-30,Female,No,Yes,Yes,Yes,Android,2-4 hrs,1,Yes,Entertainment,Yes
2025-01-04 20:30:00,student1111@example.com,REG202501111,24-26,Female,No,Yes,Yes,Yes,iPhone,4-6 hrs,4,No,Entertainment,Yes
2025-01-04 20:35:00,student1112@example.com,REG202501112,24-26,Female,Yes,No,Yes,Yes,iPhone,4-6 hrs,5,No,Education,Yes
2025-01-04 20:40:00,student1113@example.com,REG202501113,18-20,Female,Yes,Yes,Yes,Yes,Android,8+ hrs,5,No,Social Media,No
2025-01-04 20:45:00,student1114@example.com,REG202501114,18-20,Male,Yes,Yes,No,No,Android,2-4 hrs,8,No,Gaming,No
2025-01-04 20:50:00,student1115@example.com,REG202501115,21-23,Male,Yes,Yes,No,No,iPhone,4-6 hrs,5,Yes,Entertainment,Yes
2025-01-04 20:55:00,student1116@example.com,REG202501116,21-23,Female,Yes,Yes,No,No,Android,2-4 hrs,5,No,Social Media,No
2025-01-04 21:00:00,student1117@example.com,REG202501117,27-30,Female,Yes,No,No,Yes,iPhone,6-8 hrs,7,Yes,Communication,No
2025-01-04 21:05:00,student1118@example.com,REG202501118,24-26,Female,No,No,Yes,No,iPhone,6-8 hrs,7,Yes,Communication,No
2025-01-04 21:10:00,student1119@example.com,REG202501119,21-23,Female,No,No,No,Yes,Android,6-8 hrs,3,No,Communication,Yes
2025-01-04 21:15:00,student1120@example.com,REG202501120,21-23,Male,No,Yes,No,Yes,Android,2-4 hrs,1,No,Communication,Yes
2025-01-04 21:20:00,student1121@example.com,REG202501121,21-23,Female,No,Yes,No,No,iPhone,8+ hrs,4,No,Gaming,Yes
